incident_fact_id,country_id,year_id,attack_type_id,target_industry_id,attack_source_id,vulnerability_id,defense_mechanism_id,financial_loss_category_id,affected_users_category_id,resolution_time_category_id,financial_loss_in_million,financial_loss_usd,number_of_affected_users,incident_resolution_time_in_hours,cei,gci,ncsi,ddl,internet_users,population_2021,percentage_internet_users
958,165,5,2,5,3,4,1,1,2,3,71.92,71920000.0,500655,8,0.528,98.06,71.43,65.12,129800000,145102755,89.5
959,212,6,5,5,3,4,5,3,1,1,95.79,95790000.0,239343,63,0.145,100.0,64.94,81.05,311300000,336997624,92.4
960,42,9,4,6,4,4,1,3,1,1,90.04,90040000.0,143728,57,0.483,92.53,51.95,62.41,1102140000,1425893465,77.3
961,212,6,4,6,2,3,5,3,4,2,99.64,99640000.0,464717,27,0.145,100.0,64.94,81.05,311300000,336997624,92.4
962,165,4,6,2,3,3,4,2,4,1,1.25,1250000.0,351063,56,0.528,98.06,71.43,65.12,129800000,145102755,89.5
963,11,1,1,3,3,4,2,2,4,1,13.96,13960000.0,479025,54,0.131,97.47,66.23,77.61,25309515,25921089,97.6
964,76,7,1,1,3,4,3,2,3,3,1.62,1620000.0,823004,22,0.241,97.41,90.91,80.01,77794405,83408554,93.3
965,165,7,1,2,1,3,2,2,4,2,18.47,18470000.0,394957,27,0.528,98.06,71.43,65.12,129800000,145102755,89.5
966,71,5,4,7,4,1,2,4,1,1,28.88,28880000.0,96640,60,0.228,97.6,84.42,77.29,59470000,64531444,92.2
967,165,10,1,2,2,3,4,2,4,3,19.5,19500000.0,325634,5,0.528,98.06,71.43,65.12,129800000,145102755,89.5
968,71,9,6,3,1,4,5,4,2,2,29.63,29630000.0,662667,30,0.228,97.6,84.42,77.29,59470000,64531444,92.2
969,212,10,4,5,4,4,5,1,1,3,57.24,57240000.0,107681,18,0.145,100.0,64.94,81.05,311300000,336997624,92.4
970,165,3,4,1,2,4,3,2,3,3,3.2,3200000.0,982243,6,0.528,98.06,71.43,65.12,129800000,145102755,89.5
971,100,8,6,3,4,1,2,3,3,1,79.19,79190000.0,950425,54,0.138,97.82,63.64,78.69,117400000,124612530,94.2
972,27,3,5,2,2,1,2,3,4,1,80.5,80500000.0,279808,60,0.541,96.6,51.95,59.11,165300000,214326223,77.1
973,92,10,6,7,4,4,1,1,1,3,71.2,71200000.0,190099,15,0.597,97.5,59.74,40.02,881250000,1407563842,62.6
974,27,5,2,3,3,1,1,2,2,1,12.04,12040000.0,713035,59,0.541,96.6,51.95,59.11,165300000,214326223,77.1
975,11,2,2,6,3,3,2,4,3,1,29.05,29050000.0,817347,68,0.131,97.47,66.23,77.61,25309515,25921089,97.6
976,76,9,5,4,4,3,1,4,2,3,28.18,28180000.0,707214,11,0.241,97.41,90.91,80.01,77794405,83408554,93.3
977,211,2,1,6,1,4,4,4,2,2,39.26,39260000.0,668780,33,0.207,99.54,89.61,79.96,65001016,67281039,96.6
978,165,1,1,7,4,1,5,1,2,3,57.21,57210000.0,609196,4,0.528,98.06,71.43,65.12,129800000,145102755,89.5
979,212,7,3,7,3,2,4,3,3,3,83.88,83880000.0,980367,3,0.145,100.0,64.94,81.05,311300000,336997624,92.4
980,165,8,3,5,3,2,3,3,3,2,84.1,84100000.0,919858,47,0.528,98.06,71.43,65.12,129800000,145102755,89.5
981,71,3,1,4,1,3,3,4,1,3,39.49,39490000.0,195459,14,0.228,97.6,84.42,77.29,59470000,64531444,92.2
982,165,1,3,3,4,3,3,4,2,2,46.76,46760000.0,713342,36,0.528,98.06,71.43,65.12,129800000,145102755,89.5
983,211,5,1,1,3,2,5,3,1,2,80.68,80680000.0,19007,29,0.207,99.54,89.61,79.96,65001016,67281039,96.6
984,42,8,5,3,2,4,5,3,3,2,86.56,86560000.0,963091,37,0.483,92.53,51.95,62.41,1102140000,1425893465,77.3
985,211,3,2,3,1,1,4,1,2,3,66.25,66250000.0,726887,13,0.207,99.54,89.61,79.96,65001016,67281039,96.6
986,165,7,1,5,4,1,3,3,1,1,78.76,78760000.0,130413,66,0.528,98.06,71.43,65.12,129800000,145102755,89.5
987,76,3,2,1,1,4,1,3,3,3,97.68,97680000.0,906914,15,0.241,97.41,90.91,80.01,77794405,83408554,93.3
988,42,6,5,5,3,4,4,2,2,1,14.94,14940000.0,557218,70,0.483,92.53,51.95,62.41,1102140000,1425893465,77.3
989,165,4,6,1,4,3,5,1,4,2,59.29,59290000.0,380543,26,0.528,98.06,71.43,65.12,129800000,145102755,89.5
990,211,8,2,6,2,1,5,4,4,3,39.55,39550000.0,337363,2,0.207,99.54,89.61,79.96,65001016,67281039,96.6
991,42,4,1,5,3,1,5,2,3,3,14.04,14040000.0,803086,23,0.483,92.53,51.95,62.41,1102140000,1425893465,77.3
992,42,10,3,5,1,4,3,1,1,3,63.79,63790000.0,195858,1,0.483,92.53,51.95,62.41,1102140000,1425893465,77.3
993,92,5,2,1,2,3,1,4,4,2,37.03,37030000.0,358371,30,0.597,97.5,59.74,40.02,881250000,1407563842,62.6
994,11,5,4,6,2,4,2,2,1,3,9.12,9120000.0,212267,14,0.131,97.47,66.23,77.61,25309515,25921089,97.6
995,71,7,3,4,3,4,2,1,3,2,52.04,52040000.0,757744,43,0.228,97.6,84.42,77.29,59470000,64531444,92.2
996,100,3,5,6,2,2,5,1,2,2,59.13,59130000.0,747705,47,0.138,97.82,63.64,78.69,117400000,124612530,94.2
997,212,10,4,7,1,3,3,1,3,1,64.67,64670000.0,996651,69,0.145,100.0,64.94,81.05,311300000,336997624,92.4
998,211,1,5,3,2,1,5,1,4,2,52.78,52780000.0,281905,32,0.207,99.54,89.61,79.96,65001016,67281039,96.6
999,27,5,3,4,4,1,2,2,2,1,7.44,7440000.0,739981,54,0.541,96.6,51.95,59.11,165300000,214326223,77.1
1000,71,2,6,7,1,1,2,4,2,2,47.19,47190000.0,554448,31,0.228,97.6,84.42,77.29,59470000,64531444,92.2
1001,212,2,5,4,2,2,3,3,2,3,99.19,99190000.0,745103,8,0.145,100.0,64.94,81.05,311300000,336997624,92.4
1002,92,1,1,4,2,2,1,2,2,3,10.94,10940000.0,600279,16,0.597,97.5,59.74,40.02,881250000,1407563842,62.6
1003,165,2,3,5,4,2,3,4,3,3,48.86,48860000.0,973654,23,0.528,98.06,71.43,65.12,129800000,145102755,89.5
1004,42,2,1,7,1,1,2,3,1,1,80.48,80480000.0,78123,50,0.483,92.53,51.95,62.41,1102140000,1425893465,77.3
1005,211,1,3,3,2,4,2,1,2,1,69.96,69960000.0,675955,60,0.207,99.54,89.61,79.96,65001016,67281039,96.6
1006,42,2,1,5,2,2,5,2,1,2,18.96,18960000.0,122866,46,0.483,92.53,51.95,62.41,1102140000,1425893465,77.3
1007,165,4,5,2,3,1,3,1,1,1,66.33,66330000.0,177570,72,0.528,98.06,71.43,65.12,129800000,145102755,89.5
1008,71,10,3,6,4,2,2,1,3,2,60.4,60400000.0,774913,43,0.228,97.6,84.42,77.29,59470000,64531444,92.2
1009,42,10,4,5,4,4,5,2,3,2,24.92,24920000.0,852327,44,0.483,92.53,51.95,62.41,1102140000,1425893465,77.3
1010,11,5,1,5,1,4,2,4,3,3,32.06,32060000.000000004,775033,8,0.131,97.47,66.23,77.61,25309515,25921089,97.6
1011,42,8,4,7,2,4,4,1,3,2,71.77,71770000.0,823093,36,0.483,92.53,51.95,62.41,1102140000,1425893465,77.3
1012,71,4,4,3,2,1,3,1,3,1,70.59,70590000.0,947445,59,0.228,97.6,84.42,77.29,59470000,64531444,92.2
1013,100,4,1,5,4,2,3,3,3,1,75.34,75340000.0,972713,71,0.138,97.82,63.64,78.69,117400000,124612530,94.2
1014,71,9,2,1,4,4,4,2,1,1,9.99,9990000.0,116840,51,0.228,97.6,84.42,77.29,59470000,64531444,92.2
1015,212,7,5,7,4,4,4,3,2,3,91.94,91940000.0,710953,9,0.145,100.0,64.94,81.05,311300000,336997624,92.4
1016,165,1,1,5,3,1,1,1,4,2,66.09,66090000.0,467190,25,0.528,98.06,71.43,65.12,129800000,145102755,89.5
1017,76,10,4,4,4,2,5,1,2,3,66.73,66730000.00000001,540773,15,0.241,97.41,90.91,80.01,77794405,83408554,93.3
1018,11,4,6,1,4,1,4,4,3,3,40.11,40110000.0,874040,6,0.131,97.47,66.23,77.61,25309515,25921089,97.6
1019,11,8,6,4,3,3,5,1,1,3,60.71,60710000.0,8498,17,0.131,97.47,66.23,77.61,25309515,25921089,97.6
1020,212,2,1,5,1,1,5,2,1,2,18.48,18480000.0,112881,32,0.145,100.0,64.94,81.05,311300000,336997624,92.4
1021,100,4,1,5,2,4,5,2,3,1,9.9,9900000.0,942725,56,0.138,97.82,63.64,78.69,117400000,124612530,94.2
1022,71,10,4,2,3,2,5,1,1,2,52.03,52030000.0,168684,27,0.228,97.6,84.42,77.29,59470000,64531444,92.2
1023,100,4,1,7,1,1,4,4,2,2,25.06,25060000.0,559274,27,0.138,97.82,63.64,78.69,117400000,124612530,94.2
1024,211,2,4,6,4,2,2,2,1,3,13.68,13680000.0,144856,13,0.207,99.54,89.61,79.96,65001016,67281039,96.6
1025,100,1,2,1,3,2,4,2,4,1,2.63,2630000.0,418914,53,0.138,97.82,63.64,78.69,117400000,124612530,94.2
1026,27,10,4,6,1,3,4,3,3,1,88.47,88470000.0,842945,67,0.541,96.6,51.95,59.11,165300000,214326223,77.1
1027,211,8,1,3,4,4,5,1,3,2,50.04,50040000.0,841198,41,0.207,99.54,89.61,79.96,65001016,67281039,96.6
1028,76,10,4,3,2,2,2,2,1,3,19.52,19520000.0,50054,24,0.241,97.41,90.91,80.01,77794405,83408554,93.3
1029,27,6,1,7,4,1,5,2,1,1,4.52,4520000.0,52302,58,0.541,96.6,51.95,59.11,165300000,214326223,77.1
1030,92,1,3,1,3,3,5,3,2,1,97.28,97280000.0,694308,66,0.597,97.5,59.74,40.02,881250000,1407563842,62.6
1031,42,5,2,7,3,3,3,1,2,1,62.67,62670000.0,520232,53,0.483,92.53,51.95,62.41,1102140000,1425893465,77.3
1032,76,4,6,6,4,4,1,4,2,2,46.34,46340000.0,575379,35,0.241,97.41,90.91,80.01,77794405,83408554,93.3
1033,165,9,3,5,1,2,3,4,3,3,26.45,26450000.0,850714,6,0.528,98.06,71.43,65.12,129800000,145102755,89.5
1034,76,9,6,4,1,3,1,2,4,2,14.12,14120000.0,403325,35,0.241,97.41,90.91,80.01,77794405,83408554,93.3
1035,27,8,4,2,2,2,3,3,4,3,80.99,80990000.0,345577,4,0.541,96.6,51.95,59.11,165300000,214326223,77.1
1036,11,3,3,5,1,2,4,4,4,2,30.51,30510000.0,428352,41,0.131,97.47,66.23,77.61,25309515,25921089,97.6
1037,27,9,4,1,3,4,1,1,3,3,69.45,69450000.0,852592,12,0.541,96.6,51.95,59.11,165300000,214326223,77.1
1038,212,5,6,2,4,3,5,3,1,2,78.12,78120000.0,36804,30,0.145,100.0,64.94,81.05,311300000,336997624,92.4
1039,27,6,4,7,1,3,1,3,2,3,92.63,92630000.0,725707,9,0.541,96.6,51.95,59.11,165300000,214326223,77.1
1040,11,3,3,7,3,3,4,4,3,3,35.27,35270000.0,765929,16,0.131,97.47,66.23,77.61,25309515,25921089,97.6
1041,165,3,3,6,3,1,3,2,1,1,17.22,17220000.0,242574,59,0.528,98.06,71.43,65.12,129800000,145102755,89.5
1042,212,7,6,2,4,1,3,4,3,3,45.52,45520000.0,838652,20,0.145,100.0,64.94,81.05,311300000,336997624,92.4
1043,100,4,1,7,3,3,2,3,4,1,99.04,99040000.0,389405,53,0.138,97.82,63.64,78.69,117400000,124612530,94.2
1044,165,8,4,7,4,4,3,1,4,2,56.44,56440000.0,359577,38,0.528,98.06,71.43,65.12,129800000,145102755,89.5
1045,92,8,3,7,2,4,4,1,3,2,73.24,73240000.0,943689,32,0.597,97.5,59.74,40.02,881250000,1407563842,62.6
1046,27,10,6,2,2,3,1,2,3,2,14.69,14690000.0,783795,43,0.541,96.6,51.95,59.11,165300000,214326223,77.1
1047,76,3,1,4,2,4,3,1,4,1,72.05,72050000.0,263506,49,0.241,97.41,90.91,80.01,77794405,83408554,93.3
1048,11,6,1,7,2,1,5,2,4,3,20.59,20590000.0,457184,11,0.131,97.47,66.23,77.61,25309515,25921089,97.6
1049,92,5,6,1,3,4,5,1,1,2,68.44,68440000.0,186842,40,0.597,97.5,59.74,40.02,881250000,1407563842,62.6
1050,211,4,1,1,3,3,1,2,1,2,8.81,8810000.0,198929,41,0.207,99.54,89.61,79.96,65001016,67281039,96.6
1051,100,4,6,6,1,4,3,1,1,2,51.58,51580000.0,65700,28,0.138,97.82,63.64,78.69,117400000,124612530,94.2
1052,27,7,4,7,1,2,2,3,1,1,83.79,83790000.0,90156,65,0.541,96.6,51.95,59.11,165300000,214326223,77.1
1053,11,1,1,7,3,2,5,2,4,1,14.55,14550000.0,470471,53,0.131,97.47,66.23,77.61,25309515,25921089,97.6
1054,42,7,2,6,4,1,2,2,1,3,20.52,20520000.0,33426,16,0.483,92.53,51.95,62.41,1102140000,1425893465,77.3
1055,165,10,2,2,2,2,4,3,1,2,83.29,83290000.0,143037,47,0.528,98.06,71.43,65.12,129800000,145102755,89.5
1056,76,8,5,7,4,4,3,3,1,3,79.77,79770000.0,151930,4,0.241,97.41,90.91,80.01,77794405,83408554,93.3
1057,42,4,2,2,3,4,3,3,4,1,97.2,97200000.0,499651,50,0.483,92.53,51.95,62.41,1102140000,1425893465,77.3
1058,27,3,1,2,2,4,1,4,1,1,41.63,41630000.0,249211,59,0.541,96.6,51.95,59.11,165300000,214326223,77.1
1059,76,10,6,5,2,3,3,2,4,3,1.01,1010000.0,470074,9,0.241,97.41,90.91,80.01,77794405,83408554,93.3
1060,100,1,4,1,3,4,3,3,4,2,87.5,87500000.0,429920,37,0.138,97.82,63.64,78.69,117400000,124612530,94.2
1061,11,5,6,4,4,1,5,2,4,1,0.75,750000.0,269314,64,0.131,97.47,66.23,77.61,25309515,25921089,97.6
1062,211,5,3,4,3,3,3,4,2,2,37.16,37160000.0,696199,42,0.207,99.54,89.61,79.96,65001016,67281039,96.6
1063,165,6,4,1,3,2,1,3,4,2,98.38,98380000.0,355505,35,0.528,98.06,71.43,65.12,129800000,145102755,89.5
1064,11,9,1,5,3,2,5,1,3,1,55.94,55940000.0,890234,53,0.131,97.47,66.23,77.61,25309515,25921089,97.6
1065,27,5,5,7,2,1,3,2,2,3,23.63,23630000.0,581616,1,0.541,96.6,51.95,59.11,165300000,214326223,77.1
1066,42,7,6,5,3,1,1,4,1,3,39.44,39440000.0,155768,19,0.483,92.53,51.95,62.41,1102140000,1425893465,77.3
1067,11,10,2,7,3,2,4,3,3,3,83.69,83690000.0,824298,4,0.131,97.47,66.23,77.61,25309515,25921089,97.6
1068,211,4,2,3,2,2,2,4,1,1,28.88,28880000.0,212533,71,0.207,99.54,89.61,79.96,65001016,67281039,96.6
1069,27,5,5,1,1,1,3,2,1,1,10.1,10100000.0,47737,69,0.541,96.6,51.95,59.11,165300000,214326223,77.1
1070,27,4,3,5,4,2,3,4,3,3,47.01,47010000.0,940513,10,0.541,96.6,51.95,59.11,165300000,214326223,77.1
1071,165,7,3,1,2,4,3,2,4,3,18.66,18660000.0,292992,15,0.528,98.06,71.43,65.12,129800000,145102755,89.5
1072,76,10,2,7,3,4,2,3,2,3,79.72,79720000.0,639779,6,0.241,97.41,90.91,80.01,77794405,83408554,93.3
1073,11,5,1,1,1,3,4,4,3,2,29.85,29850000.0,949862,25,0.131,97.47,66.23,77.61,25309515,25921089,97.6
1074,212,7,4,4,1,4,2,2,4,3,0.92,920000.0,260396,16,0.145,100.0,64.94,81.05,311300000,336997624,92.4
1075,11,10,4,5,3,1,4,3,1,3,92.48,92480000.0,215376,18,0.131,97.47,66.23,77.61,25309515,25921089,97.6
1076,71,2,1,7,2,1,1,2,2,1,20.09,20090000.0,689397,68,0.228,97.6,84.42,77.29,59470000,64531444,92.2
1077,27,2,6,2,3,4,1,2,1,2,16.24,16239999.999999998,238092,32,0.541,96.6,51.95,59.11,165300000,214326223,77.1
1078,92,5,4,1,3,2,2,2,4,2,18.42,18420000.0,289539,27,0.597,97.5,59.74,40.02,881250000,1407563842,62.6
1079,165,6,1,4,2,4,5,4,4,2,49.02,49020000.0,382327,30,0.528,98.06,71.43,65.12,129800000,145102755,89.5
1080,11,4,4,3,4,4,4,2,2,2,12.43,12430000.0,605810,41,0.131,97.47,66.23,77.61,25309515,25921089,97.6
1081,11,5,1,1,2,2,4,2,2,1,1.27,1270000.0,588345,49,0.131,97.47,66.23,77.61,25309515,25921089,97.6
1082,211,5,4,3,2,1,2,2,3,1,21.58,21580000.0,831367,55,0.207,99.54,89.61,79.96,65001016,67281039,96.6
1083,27,5,3,1,1,1,4,2,3,1,14.64,14640000.0,880671,66,0.541,96.6,51.95,59.11,165300000,214326223,77.1
1084,71,9,1,6,2,2,3,3,4,2,92.32,92320000.0,418211,39,0.228,97.6,84.42,77.29,59470000,64531444,92.2
1085,71,8,3,6,2,4,5,4,4,2,31.4,31400000.0,264380,37,0.228,97.6,84.42,77.29,59470000,64531444,92.2
1086,27,3,4,1,1,4,3,2,4,3,9.25,9250000.0,437974,20,0.541,96.6,51.95,59.11,165300000,214326223,77.1
1087,92,7,4,5,1,2,2,4,2,1,37.1,37100000.0,713949,71,0.597,97.5,59.74,40.02,881250000,1407563842,62.6
1088,212,8,6,5,1,3,1,2,2,2,8.5,8500000.0,523164,30,0.145,100.0,64.94,81.05,311300000,336997624,92.4
1089,211,1,1,7,2,4,5,3,1,1,85.23,85230000.0,193852,54,0.207,99.54,89.61,79.96,65001016,67281039,96.6
1090,211,10,1,6,3,4,4,2,2,1,14.09,14090000.0,655640,61,0.207,99.54,89.61,79.96,65001016,67281039,96.6
1091,71,7,4,5,2,4,1,3,2,3,76.02,76020000.0,573328,10,0.228,97.6,84.42,77.29,59470000,64531444,92.2
1092,211,5,2,3,1,1,3,4,3,3,46.27,46270000.0,798717,10,0.207,99.54,89.61,79.96,65001016,67281039,96.6
1093,27,5,1,7,3,3,3,1,3,3,59.86,59860000.0,899413,11,0.541,96.6,51.95,59.11,165300000,214326223,77.1
1094,71,3,6,4,3,1,1,2,4,2,18.75,18750000.0,436009,44,0.228,97.6,84.42,77.29,59470000,64531444,92.2
1095,211,6,6,6,3,3,5,1,1,2,56.3,56300000.0,142291,29,0.207,99.54,89.61,79.96,65001016,67281039,96.6
1096,76,5,3,3,4,4,4,1,4,3,64.8,64800000.0,276197,2,0.241,97.41,90.91,80.01,77794405,83408554,93.3
1097,165,6,5,5,1,1,2,4,3,2,33.61,33610000.0,807918,37,0.528,98.06,71.43,65.12,129800000,145102755,89.5
1098,71,7,3,7,1,2,5,3,4,3,90.99,90990000.0,483484,2,0.228,97.6,84.42,77.29,59470000,64531444,92.2
1099,165,1,5,5,2,3,1,4,1,2,41.79,41790000.0,7290,32,0.528,98.06,71.43,65.12,129800000,145102755,89.5
1100,92,8,1,5,2,4,4,4,4,2,38.69,38690000.0,333967,26,0.597,97.5,59.74,40.02,881250000,1407563842,62.6
1101,42,6,3,2,1,4,3,3,3,1,84.4,84400000.0,840118,58,0.483,92.53,51.95,62.41,1102140000,1425893465,77.3
1102,212,10,2,4,3,4,5,1,1,1,69.46,69460000.0,187312,58,0.145,100.0,64.94,81.05,311300000,336997624,92.4
1103,27,10,1,5,4,3,4,4,4,3,34.46,34460000.0,470727,8,0.541,96.6,51.95,59.11,165300000,214326223,77.1
1104,92,9,2,2,1,4,5,3,2,2,95.97,95970000.0,629490,38,0.597,97.5,59.74,40.02,881250000,1407563842,62.6
1105,71,7,6,3,1,1,1,3,3,3,98.76,98760000.0,904598,11,0.228,97.6,84.42,77.29,59470000,64531444,92.2
1106,212,3,5,2,4,1,1,2,3,1,12.59,12590000.0,820632,65,0.145,100.0,64.94,81.05,311300000,336997624,92.4
1107,100,5,1,6,2,3,4,3,1,3,78.78,78780000.0,214152,7,0.138,97.82,63.64,78.69,117400000,124612530,94.2
1108,11,10,1,1,2,3,4,2,1,2,21.11,21110000.0,18766,43,0.131,97.47,66.23,77.61,25309515,25921089,97.6
1109,71,6,2,1,3,4,5,1,3,1,50.19,50190000.0,760230,56,0.228,97.6,84.42,77.29,59470000,64531444,92.2
1110,92,7,5,4,2,4,1,3,2,1,76.83,76830000.0,603402,57,0.597,97.5,59.74,40.02,881250000,1407563842,62.6
1111,71,6,3,4,1,4,1,2,2,1,17.49,17490000.0,693907,54,0.228,97.6,84.42,77.29,59470000,64531444,92.2
1112,27,3,6,1,4,4,1,1,2,3,66.78,66780000.0,698892,24,0.541,96.6,51.95,59.11,165300000,214326223,77.1
1113,211,1,4,5,4,1,2,2,1,3,24.17,24170000.0,64082,16,0.207,99.54,89.61,79.96,65001016,67281039,96.6
1114,212,8,5,5,3,2,3,4,2,2,38.84,38840000.0,687052,34,0.145,100.0,64.94,81.05,311300000,336997624,92.4
1115,165,4,4,3,1,3,3,2,4,3,14.98,14980000.0,417488,23,0.528,98.06,71.43,65.12,129800000,145102755,89.5
1116,76,6,5,7,3,4,4,2,3,2,15.14,15140000.0,970038,47,0.241,97.41,90.91,80.01,77794405,83408554,93.3
1117,100,2,6,3,4,4,2,2,1,3,10.4,10400000.0,240441,17,0.138,97.82,63.64,78.69,117400000,124612530,94.2
1118,92,6,3,1,2,2,5,1,2,3,59.67,59670000.0,747418,20,0.597,97.5,59.74,40.02,881250000,1407563842,62.6
1119,100,5,2,6,2,1,2,4,3,1,36.66,36660000.0,977185,71,0.138,97.82,63.64,78.69,117400000,124612530,94.2
1120,92,5,2,6,4,4,4,1,4,3,58.98,58980000.0,267401,20,0.597,97.5,59.74,40.02,881250000,1407563842,62.6
1121,76,8,5,6,1,2,1,2,4,3,19.47,19470000.0,496271,20,0.241,97.41,90.91,80.01,77794405,83408554,93.3
1122,71,1,4,1,2,2,2,1,1,1,64.62,64620000.00000001,104619,68,0.228,97.6,84.42,77.29,59470000,64531444,92.2
1123,165,10,5,4,2,3,2,3,3,3,98.25,98250000.0,877571,19,0.528,98.06,71.43,65.12,129800000,145102755,89.5
1124,100,6,5,4,1,2,5,4,1,3,41.88,41880000.0,93314,24,0.138,97.82,63.64,78.69,117400000,124612530,94.2
1125,27,6,1,3,1,4,3,2,3,1,13.22,13220000.0,790415,52,0.541,96.6,51.95,59.11,165300000,214326223,77.1
1126,76,6,5,5,3,4,2,1,1,1,54.65,54650000.0,107180,68,0.241,97.41,90.91,80.01,77794405,83408554,93.3
1127,100,4,4,5,3,2,5,1,4,2,72.01,72010000.0,401960,44,0.138,97.82,63.64,78.69,117400000,124612530,94.2
1128,212,6,5,7,4,1,5,3,2,1,93.89,93890000.0,602474,71,0.145,100.0,64.94,81.05,311300000,336997624,92.4
1129,11,10,4,2,1,2,2,2,2,2,18.64,18640000.0,701144,41,0.131,97.47,66.23,77.61,25309515,25921089,97.6
1130,211,10,2,2,2,1,3,1,1,2,64.05,64050000.0,116714,37,0.207,99.54,89.61,79.96,65001016,67281039,96.6
1131,71,2,3,5,3,1,5,4,4,3,41.79,41790000.0,453408,8,0.228,97.6,84.42,77.29,59470000,64531444,92.2
1132,211,8,4,6,4,3,3,2,1,1,13.37,13370000.0,40843,66,0.207,99.54,89.61,79.96,65001016,67281039,96.6
1133,11,1,3,4,1,4,5,2,4,2,1.62,1620000.0,336650,35,0.131,97.47,66.23,77.61,25309515,25921089,97.6
1134,42,3,4,4,1,3,1,3,3,3,92.64,92640000.0,911233,18,0.483,92.53,51.95,62.41,1102140000,1425893465,77.3
1135,27,9,5,7,1,3,2,4,3,3,32.18,32180000.0,812908,12,0.541,96.6,51.95,59.11,165300000,214326223,77.1
1136,42,5,6,2,3,4,2,1,3,2,64.26,64260000.00000001,796878,26,0.483,92.53,51.95,62.41,1102140000,1425893465,77.3
1137,100,9,3,3,4,1,2,3,2,3,81.57,81570000.0,738014,24,0.138,97.82,63.64,78.69,117400000,124612530,94.2
1138,212,7,1,2,3,1,2,3,4,1,87.32,87320000.0,315915,52,0.145,100.0,64.94,81.05,311300000,336997624,92.4
1139,42,8,5,2,3,2,4,1,1,3,70.44,70440000.0,164734,7,0.483,92.53,51.95,62.41,1102140000,1425893465,77.3
1140,92,10,3,5,4,4,4,2,2,3,1.75,1750000.0,617939,22,0.597,97.5,59.74,40.02,881250000,1407563842,62.6
1141,76,7,4,4,1,3,2,3,4,1,96.81,96810000.0,374164,53,0.241,97.41,90.91,80.01,77794405,83408554,93.3
1142,212,6,4,1,1,3,2,1,4,1,74.51,74510000.0,332766,53,0.145,100.0,64.94,81.05,311300000,336997624,92.4
1143,27,4,4,4,4,3,3,2,4,2,2.52,2520000.0,414899,37,0.541,96.6,51.95,59.11,165300000,214326223,77.1
1144,27,3,1,6,1,4,3,3,1,3,81.63,81630000.0,140371,13,0.541,96.6,51.95,59.11,165300000,214326223,77.1
1145,11,5,5,2,2,3,5,4,2,3,43.53,43530000.0,729109,22,0.131,97.47,66.23,77.61,25309515,25921089,97.6
1146,211,6,1,2,4,3,3,3,3,1,84.28,84280000.0,776200,49,0.207,99.54,89.61,79.96,65001016,67281039,96.6
1147,165,5,4,4,4,4,2,2,3,3,17.6,17600000.0,839921,5,0.528,98.06,71.43,65.12,129800000,145102755,89.5
1148,71,5,2,2,4,1,1,4,4,2,31.35,31350000.0,312314,35,0.228,97.6,84.42,77.29,59470000,64531444,92.2
1149,11,10,3,4,1,4,4,1,4,3,65.72,65720000.0,299613,20,0.131,97.47,66.23,77.61,25309515,25921089,97.6
1150,92,2,4,1,2,3,5,4,4,3,43.81,43810000.0,250482,20,0.597,97.5,59.74,40.02,881250000,1407563842,62.6
1151,27,7,1,1,4,1,2,3,1,1,84.41,84410000.0,230110,51,0.541,96.6,51.95,59.11,165300000,214326223,77.1
1152,11,1,6,6,3,1,1,1,3,1,55.78,55780000.0,852650,50,0.131,97.47,66.23,77.61,25309515,25921089,97.6
1153,76,10,1,7,4,3,2,1,4,2,67.47,67470000.0,337890,35,0.241,97.41,90.91,80.01,77794405,83408554,93.3
1154,100,2,2,2,3,4,4,2,2,3,8.08,8080000.0,557108,17,0.138,97.82,63.64,78.69,117400000,124612530,94.2
1155,11,8,1,7,2,4,2,4,4,2,46.2,46200000.0,299968,46,0.131,97.47,66.23,77.61,25309515,25921089,97.6
1156,42,8,4,7,3,3,1,1,4,3,72.06,72060000.0,459296,13,0.483,92.53,51.95,62.41,1102140000,1425893465,77.3
1157,92,5,5,7,3,1,5,3,1,3,90.48,90480000.0,46972,23,0.597,97.5,59.74,40.02,881250000,1407563842,62.6
1158,211,8,2,4,1,2,1,2,2,2,21.26,21260000.0,602041,25,0.207,99.54,89.61,79.96,65001016,67281039,96.6
1159,100,2,4,1,2,2,5,3,1,3,82.93,82930000.0,36797,2,0.138,97.82,63.64,78.69,117400000,124612530,94.2
1160,42,7,6,4,2,1,5,2,2,3,23.15,23150000.0,730762,19,0.483,92.53,51.95,62.41,1102140000,1425893465,77.3
1161,165,2,2,3,1,2,3,1,1,1,66.19,66190000.0,91194,72,0.528,98.06,71.43,65.12,129800000,145102755,89.5
1162,92,1,6,1,4,4,3,3,1,2,95.81,95810000.0,42883,37,0.597,97.5,59.74,40.02,881250000,1407563842,62.6
1163,211,10,6,6,3,2,5,4,4,2,48.33,48330000.0,422592,37,0.207,99.54,89.61,79.96,65001016,67281039,96.6
1164,92,1,3,4,4,1,5,4,3,3,29.54,29540000.0,837320,14,0.597,97.5,59.74,40.02,881250000,1407563842,62.6
1165,212,6,4,1,4,4,1,4,2,2,44.08,44080000.0,708034,39,0.145,100.0,64.94,81.05,311300000,336997624,92.4
1166,100,10,4,5,1,3,2,3,1,3,91.71,91710000.0,47841,23,0.138,97.82,63.64,78.69,117400000,124612530,94.2
